fare_id,route_id,origin_id,destination_id
1,100240,,
1,100241,,
1,100242,,
1,100246,,
1,100249,,
1,100252,,
1,100253,,
1,100254,,
1,100258,,
1,100259,,
1,100263,,
1,100264,,
1,100265,,
1,100267,,
1,100268,,
1,100269,,
1,100270,,
1,100271,,
1,100272,,
1,100273,,
1,100275,,
1,100283,,
1,100284,,
1,100285,,
1,100287,,
1,100288,,
1,100289,,
1,100290,,
1,100292,,
1,100293,,
1,100296,,
1,100297,,
1,100299,,
1,100300,,
1,100324,,
1,100336,,
1,100337,,
1,100340,,
1,100341,,
1,100343,,
1,100344,,
1,100345,,
1,100346,,
1,100347,,
1,100349,,
1,100350,,
1,100351,,
1,100447,,
1,100448,,
1,100451,,
1,100459,,
1,100469,,
1,100473,,
1,100475,,
1,100476,,
1,100481,,
1,100487,,
1,100489,,
1,100493,,
1,100495,,
1,100496,,
1,100511,,
1,100512,,
1,102512,,
1,102548,,
1,102549,,
1,102552,,
1,102554,,
1,102555,,
1,102557,,
1,102558,,
1,102561,,
1,102572,,
1,102573,,
1,102574,,
1,102576,,
1,102581,,
1,102593,,
1,102596,,
1,102615,,
1,102619,,
1,102623,,
1,102628,,
1,102633,,
1,102634,,
1,102636,,
1,102638,,
1,102639,,
1,102640,,
1,102641,,
1,102644,,
1,102645,,
1,102646,,
1,102647,,
1,100236,1,1
1,100239,1,1
1,100241,1,1
1,100272,1,1
1,100340,1,1
1,100451,1,1
1,102638,1,1
1,,1,5
1,,1,19
1,100232,1,19
1,,1,20
1,,1,21
1,100232,1,21
1,100235,1,21
1,100236,1,21
1,100239,1,21
1,100240,1,21
1,100241,1,21
1,100272,1,21
1,100340,1,21
1,100451,1,21
1,100511,1,21
1,102638,1,21
1,102640,1,21
1,,1,24
1,100337,1,39
1,,3,5
1,,3,6
1,,3,8
1,,3,9
1,,3,14
1,,3,17
1,,3,18
1,,3,19
1,,3,20
1,,3,21
1,,3,22
1,,3,24
1,,3,26
1,,3,36
1,,3,39
1,,3,40
1,,4,5
1,,4,6
1,,4,8
1,,4,9
1,,4,14
1,,4,17
1,,4,18
1,,4,19
1,,4,20
1,,4,21
1,,4,22
1,,4,24
1,,4,26
1,,4,36
1,,4,39
1,,4,40
1,,5,3
1,,5,4
1,,5,5
1,,5,6
1,,5,8
1,,5,9
1,,5,14
1,,5,17
1,,5,18
1,,5,19
1,,5,20
1,,5,21
1,,5,22
1,,5,24
1,,5,26
1,,5,36
1,,5,39
1,,5,40
1,,6,3
1,,6,4
1,,6,5
1,,6,6
1,,6,8
1,,6,9
1,,6,14
1,,6,17
1,,6,18
1,,6,19
1,,6,20
1,,6,21
1,,6,22
1,,6,24
1,,6,26
1,,6,36
1,,6,39
1,,6,40
1,,8,3
1,,8,4
1,,8,5
1,,8,6
1,,8,8
1,,8,9
1,,8,14
1,,8,17
1,,8,18
1,,8,19
1,,8,20
1,,8,21
1,,8,22
1,,8,24
1,,8,26
1,,8,36
1,,8,39
1,,8,40
1,,9,3
1,,9,4
1,,9,5
1,,9,6
1,,9,8
1,,9,9
1,,9,14
1,,9,17
1,,9,18
1,,9,19
1,,9,20
1,,9,21
1,,9,22
1,,9,24
1,,9,26
1,,9,36
1,,9,39
1,,9,40
1,,14,3
1,,14,4
1,,14,5
1,,14,6
1,,14,8
1,,14,9
1,,14,14
1,,14,17
1,,14,18
1,,14,19
1,,14,20
1,,14,21
1,,14,22
1,,14,24
1,,14,26
1,,14,36
1,,14,39
1,,14,40
1,,17,3
1,,17,4
1,,17,5
1,,17,6
1,,17,8
1,,17,9
1,,17,14
1,,17,17
1,100324,17,17
1,,17,18
1,,17,19
1,100324,17,19
1,,17,20
1,,17,21
1,,17,22
1,,17,24
1,100324,17,24
1,,17,26
1,,17,36
1,,17,39
1,,17,40
1,,18,3
1,,18,4
1,,18,5
1,,18,6
1,,18,8
1,,18,9
1,,18,14
1,,18,17
1,,18,18
1,,18,19
1,,18,20
1,,18,21
1,,18,22
1,,18,24
1,,18,26
1,,18,36
1,,18,39
1,,18,40
1,,19,1
1,100235,19,1
1,100236,19,1
1,100241,19,1
1,100451,19,1
1,100511,19,1
1,102640,19,1
1,,19,3
1,,19,4
1,,19,5
1,,19,6
1,,19,8
1,,19,9
1,,19,14
1,,19,17
1,100324,19,17
1,,19,18
1,,19,19
1,100232,19,19
1,100235,19,19
1,100236,19,19
1,100239,19,19
1,100240,19,19
1,100241,19,19
1,100324,19,19
1,100451,19,19
1,100511,19,19
1,102640,19,19
1,,19,20
1,100232,19,20
1,,19,21
1,100239,19,21
1,100240,19,21
1,,19,22
1,,19,24
1,,19,26
1,,19,36
1,,19,39
1,,19,40
1,100240,19,40
1,,20,1
1,,20,3
1,,20,4
1,,20,5
1,,20,6
1,,20,8
1,,20,9
1,,20,14
1,,20,17
1,,20,18
1,,20,19
1,,20,20
1,,20,21
1,100232,20,21
1,,20,22
1,,20,24
1,,20,26
1,,20,36
1,,20,39
1,,20,40
1,,21,1
1,100232,21,1
1,100235,21,1
1,100236,21,1
1,100239,21,1
1,100240,21,1
1,100241,21,1
1,100272,21,1
1,100340,21,1
1,100451,21,1
1,100511,21,1
1,102638,21,1
1,102640,21,1
1,,21,3
1,,21,4
1,,21,5
1,,21,6
1,,21,8
1,,21,9
1,,21,14
1,,21,17
1,,21,18
1,,21,19
1,100235,21,19
1,100236,21,19
1,100239,21,19
1,100240,21,19
1,100241,21,19
1,100451,21,19
1,100511,21,19
1,102640,21,19
1,,21,20
1,,21,21
1,100232,21,21
1,100235,21,21
1,100236,21,21
1,100239,21,21
1,100240,21,21
1,100241,21,21
1,100272,21,21
1,100336,21,21
1,100340,21,21
1,100451,21,21
1,100511,21,21
1,102638,21,21
1,102640,21,21
1,,21,22
1,,21,24
1,,21,26
1,,21,36
1,,21,39
1,,21,40
1,,21,73
1,,21,74
1,,22,1
1,,22,3
1,,22,4
1,,22,5
1,,22,6
1,,22,8
1,,22,9
1,,22,14
1,,22,17
1,,22,18
1,,22,19
1,,22,20
1,,22,21
1,,22,22
1,,22,24
1,,22,26
1,,22,36
1,,22,39
1,,22,40
1,,24,1
1,,24,3
1,,24,4
1,,24,5
1,,24,6
1,,24,8
1,,24,9
1,,24,14
1,,24,17
1,100324,24,17
1,,24,18
1,,24,19
1,100324,24,19
1,,24,20
1,,24,21
1,,24,22
1,,24,24
1,100324,24,24
1,,24,26
1,,24,36
1,,24,39
1,,24,40
1,,24,79
1,,26,3
1,,26,4
1,,26,5
1,,26,6
1,,26,8
1,,26,9
1,,26,14
1,,26,17
1,,26,18
1,,26,19
1,,26,20
1,,26,21
1,,26,22
1,,26,24
1,,26,26
1,,26,36
1,,26,39
1,,26,40
1,,36,3
1,,36,4
1,,36,5
1,,36,6
1,,36,8
1,,36,9
1,,36,14
1,,36,17
1,,36,18
1,,36,19
1,,36,20
1,,36,21
1,,36,22
1,,36,24
1,,36,26
1,,36,36
1,,36,39
1,,36,40
1,100337,39,1
1,,39,3
1,,39,4
1,,39,5
1,,39,6
1,,39,8
1,,39,9
1,,39,14
1,,39,17
1,,39,18
1,,39,19
1,,39,20
1,,39,21
1,,39,22
1,,39,24
1,,39,26
1,,39,36
1,,39,39
1,,39,40
1,,40,3
1,,40,4
1,,40,5
1,,40,6
1,,40,8
1,,40,9
1,,40,14
1,,40,17
1,,40,18
1,,40,19
1,100240,40,19
1,,40,20
1,,40,21
1,,40,22
1,,40,24
1,,40,26
1,,40,36
1,,40,39
1,,40,40
1,100240,40,40
1,,72,73
1,,72,74
1,,72,75
1,,72,76
1,,72,77
1,,72,78
1,,72,79
1,,73,21
1,,73,72
1,,73,74
1,,73,75
1,,73,76
1,,73,77
1,,73,78
1,,73,79
1,,74,21
1,,74,72
1,,74,73
1,,74,75
1,,74,76
1,,74,77
1,,74,78
1,,74,79
1,,75,72
1,,75,73
1,,75,74
1,,75,76
1,,75,77
1,,75,78
1,,75,79
1,,76,72
1,,76,73
1,,76,74
1,,76,75
1,,76,77
1,,76,78
1,,76,79
1,,77,72
1,,77,73
1,,77,74
1,,77,75
1,,77,76
1,,77,78
1,,77,79
1,,78,72
1,,78,73
1,,78,74
1,,78,75
1,,78,76
1,,78,77
1,,78,79
1,,79,24
1,,79,72
1,,79,73
1,,79,74
1,,79,75
1,,79,76
1,,79,77
1,,79,78
1,100479,82,81
1,100479,79,78
1,100479,76,21
1,100479,71,72
1,100479,71,73
1,100479,71,74
1,100479,76,24
1,100479,71,75
1,100479,71,76
1,100479,71,77
1,100479,71,78
1,100479,80,21
1,100479,71,79
1,100479,80,24
1,100479,79,80
1,100479,79,81
1,100479,79,82
1,100479,71,80
1,100479,71,81
1,100479,72,71
1,100479,77,21
1,100479,71,82
1,100479,72,73
1,100479,72,74
1,100479,77,24
1,100479,72,75
1,100479,72,76
1,100479,72,77
1,100479,81,21
1,100479,72,78
1,100479,72,79
1,100479,81,24
1,100479,21,71
1,100479,21,72
1,100479,21,73
1,100479,72,80
1,100479,21,74
1,100479,72,81
1,100479,73,71
1,100479,78,21
1,100479,21,75
1,100479,72,82
1,100479,73,72
1,100479,21,76
1,100479,21,77
1,100479,73,74
1,100479,78,24
1,100479,21,78
1,100479,73,75
1,100479,21,79
1,100479,73,76
1,100479,73,77
1,100479,82,21
1,100479,73,78
1,100479,73,79
1,100479,82,24
1,100479,21,80
1,100479,21,81
1,100479,21,82
1,100479,73,80
1,100479,73,81
1,100479,74,71
1,100479,79,21
1,100479,73,82
1,100479,74,72
1,100479,74,73
1,100479,79,24
1,100479,74,75
1,100479,74,76
1,100479,74,77
1,100479,74,78
1,100479,71,21
1,100479,74,79
1,100479,71,24
1,100479,74,80
1,100479,74,81
1,100479,75,71
1,100479,74,82
1,100479,75,72
1,100479,75,73
1,100479,75,74
1,100479,75,76
1,100479,75,77
1,100479,75,78
1,100479,72,21
1,100479,75,79
1,100479,72,24
1,100479,24,71
1,100479,24,72
1,100479,75,80
1,100479,24,73
1,100479,75,81
1,100479,76,71
1,100479,24,74
1,100479,75,82
1,100479,76,72
1,100479,24,75
1,100479,76,73
1,100479,24,76
1,100479,76,74
1,100479,24,77
1,100479,76,75
1,100479,24,78
1,100479,21,21
1,100479,24,79
1,100479,76,77
1,100479,76,78
1,100479,80,71
1,100479,21,24
1,100479,73,21
1,100479,76,79
1,100479,80,72
1,100479,80,73
1,100479,80,74
1,100479,73,24
1,100479,80,75
1,100479,80,76
1,100479,80,77
1,100479,80,78
1,100479,80,79
1,100479,24,80
1,100479,24,81
1,100479,24,82
1,100479,76,80
1,100479,76,81
1,100479,77,71
1,100479,76,82
1,100479,77,72
1,100479,77,73
1,100479,77,74
1,100479,77,75
1,100479,77,76
1,100479,81,71
1,100479,77,78
1,100479,80,81
1,100479,81,72
1,100479,74,21
1,100479,77,79
1,100479,80,82
1,100479,81,73
1,100479,81,74
1,100479,81,75
1,100479,74,24
1,100479,81,76
1,100479,81,77
1,100479,81,78
1,100479,81,79
1,100479,77,80
1,100479,77,81
1,100479,78,71
1,100479,77,82
1,100479,78,72
1,100479,78,73
1,100479,78,74
1,100479,78,75
1,100479,78,76
1,100479,81,80
1,100479,78,77
1,100479,82,71
1,100479,81,82
1,100479,82,72
1,100479,75,21
1,100479,78,79
1,100479,82,73
1,100479,82,74
1,100479,82,75
1,100479,75,24
1,100479,82,76
1,100479,82,77
1,100479,82,78
1,100479,82,79
1,100479,78,80
1,100479,78,81
1,100479,79,71
1,100479,78,82
1,100479,79,72
1,100479,79,73
1,100479,79,74
1,100479,79,75
1,100479,79,76
1,100479,24,21
1,100479,82,80
1,100479,79,77
